1.105545315344241317e+03,1.049059795397475483e+02,0.000000000000000000e+00,2.313923040219638683e-01,-5.540018600229477119e-01
1.297528628233100108e+03,3.504543828117712678e+02,0.000000000000000000e+00,5.026025666455455898e-01,5.867620737974070799e-01
2.816538444262779990e+02,3.568755636975756147e+02,0.000000000000000000e+00,3.321676751161968255e-01,6.250512452341479008e-01
3.103913720683245856e+02,9.562418464385448260e+02,0.000000000000000000e+00,3.557927893860357571e-02,4.765314944131247010e-01
1.121552474316790949e+03,3.434013313512249397e+02,0.000000000000000000e+00,3.229522106174511631e-01,-2.362426044340850684e-01
5.077172019543858710e+02,5.857081756829232972e+02,0.000000000000000000e+00,6.520017767141816911e-02,-2.652948337059024553e-02
7.346095801818175914e+02,2.540445786584546966e+02,0.000000000000000000e+00,-1.264018016529213639e-01,1.858707871322382577e-01
2.461759169915548000e+02,8.990491115298248133e+02,0.000000000000000000e+00,3.796288174140802774e-01,1.862828663477613667e-01
1.347849256052927331e+03,6.701445546423540236e+02,0.000000000000000000e+00,8.953869139025627533e-01,-5.323132143314492914e-01
3.349211386891889219e+02,2.714555587727099919e+02,0.000000000000000000e+00,-2.798964828009788963e-01,2.232326157009172363e-01
5.869362272294981864e+01,4.211325674738645830e+02,0.000000000000000000e+00,-3.005797524591093950e-01,-3.515847751032408208e-01
1.110753740743102526e+03,6.166931476706087096e+02,0.000000000000000000e+00,7.957946130093684900e-01,-1.188047572173485111e-01
9.431364567635597496e+02,4.563975589885173463e+02,0.000000000000000000e+00,6.487687966872817125e-01,-4.184037283166215371e-01
1.298846143957833647e+03,9.939720543603252167e+01,0.000000000000000000e+00,-6.503505492877750260e-01,-5.479950581522619046e-02
9.663710544158784614e+02,8.013333182972443183e+02,0.000000000000000000e+00,3.064594923526358095e-01,2.121198452040446991e-01
1.103928689528123869e+03,9.948678092503630523e+02,0.000000000000000000e+00,7.207899571021689766e-01,4.425281136693353101e-01
7.133557170617192469e+02,7.320628578694517330e+01,0.000000000000000000e+00,-6.949348125710284041e-01,4.732987079041062195e-01
1.162275937942231394e+03,5.775995988466527251e+02,0.000000000000000000e+00,-2.476420052517900317e-01,-2.182182866679120981e-01
1.237582541213749664e+03,3.195637163382681223e+01,0.000000000000000000e+00,-4.924962532954968442e-01,9.051246939842565453e-01
5.658136576268778981e+02,2.435781737590693297e+02,0.000000000000000000e+00,9.830597842616328741e-01,-8.565296582664232439e-01
1.022317650462909342e+03,6.500491057376514163e+02,0.000000000000000000e+00,-9.711226851901451074e-01,3.681005216046280282e-01
5.736425406184151825e+02,1.151931257996505025e+02,0.000000000000000000e+00,-8.506781255986302082e-01,-8.915340182135946812e-01
1.674976215787165472e+02,3.945458536635737232e+02,0.000000000000000000e+00,2.270565071560526338e-01,-6.776496669478302426e-01
4.379771808217969351e+02,1.706989211381285259e+02,0.000000000000000000e+00,7.251982565270056469e-01,1.544473761935090117e-01
1.362660843623561050e+03,9.437413728770945909e+01,0.000000000000000000e+00,-8.490142160400089288e-01,3.067397534281333105e-01
4.267678636785017829e+02,2.538255901682803994e+02,0.000000000000000000e+00,-2.110330195440068835e-02,3.477809243891163415e-01
8.693326080387502088e+02,6.338582255964510068e+02,0.000000000000000000e+00,9.393280035227320468e-01,-1.288858214079802167e-02
1.134548895013338779e+03,7.592610415574192757e+02,0.000000000000000000e+00,-4.955549987872756024e-01,-1.580871311437199722e-01
6.909399053954114152e+02,7.984686738682725036e+02,0.000000000000000000e+00,9.036277632192404319e-01,-7.755751028843664852e-01
2.704904556327969090e+02,1.839808490327525021e+02,0.000000000000000000e+00,-6.826858515639420144e-01,-1.835591788406780722e-01
2.782195529526906626e+02,4.377611442808717470e+02,0.000000000000000000e+00,-5.254951861190060303e-01,6.919493462471582035e-02
1.396347174108628224e+03,3.387970172994812401e+01,0.000000000000000000e+00,4.861067371480265464e-01,-3.745725700047191076e-01
1.184172129021803812e+03,1.534651904870998180e+02,0.000000000000000000e+00,-4.388973616541622658e-01,1.331991351908825560e-01
1.057808387963751557e+03,1.418455541786969150e+02,0.000000000000000000e+00,2.553079967047697796e-01,3.495958344270022611e-01
6.152251515261423265e+02,9.763088966243503819e+02,0.000000000000000000e+00,-9.795316794415938055e-01,-8.810093977863580061e-01
1.075928963936439231e+03,6.600114832396541260e+02,0.000000000000000000e+00,7.208149033125559324e-01,-8.171378873042007829e-01
5.258511031554043029e+02,5.531625158959817554e+02,0.000000000000000000e+00,-7.408088040541440655e-01,3.784105359983678252e-01
1.335660237597784544e+03,2.335429082796089233e+02,0.000000000000000000e+00,7.872943270713861352e-01,-4.960992473082910248e-01
2.158388757303868033e+02,4.208960776357186262e+01,0.000000000000000000e+00,-2.873749336011903743e-01,-4.463992942207408721e-01
3.318134393721697961e+02,9.371630683261918193e+02,0.000000000000000000e+00,7.103126701972484192e-01,3.784607569264879512e-01
9.542949586772903103e+02,5.933363882374500236e+02,0.000000000000000000e+00,8.449962433900159997e-01,-5.148737965954768292e-01
9.486188251300422962e+02,3.469148260235368184e+02,0.000000000000000000e+00,5.108022845493371822e-01,-7.350158160421178533e-01
5.799223468861139281e+02,2.667905042018066979e+02,0.000000000000000000e+00,1.747588078285595703e-01,6.173185638006151166e-01
1.192216317945827086e+03,2.522872559291491825e+02,0.000000000000000000e+00,3.833016314388140167e-01,-9.738858246227892757e-01
6.372541045371046948e+02,3.593650567366683504e+02,0.000000000000000000e+00,-8.859904966268774551e-01,-5.772211484833045247e-02
2.007481808586387899e+02,3.877251606095194916e+02,0.000000000000000000e+00,4.316528053308124058e-01,5.204691463199282442e-01
3.495252104499650159e+02,6.780572195299599798e+02,0.000000000000000000e+00,-6.795263227304377818e-01,2.779290481781624411e-01
1.285744650207366703e+03,6.009079717950938537e+00,0.000000000000000000e+00,-2.050317993302188668e-01,-7.264472983680958507e-01
5.103101137939579530e+02,9.978537874099016562e+02,0.000000000000000000e+00,-8.808987460038277817e-01,-1.042011445544275272e-01
5.823893564945643675e+02,8.195101227806586621e+02,0.000000000000000000e+00,-3.282403186759221825e-01,4.100111618780335476e-01
8.229445311384802153e+02,1.275005507711309605e+02,0.000000000000000000e+00,-9.141335328654227599e-01,-4.540447535172820182e-02
4.297727195815198229e+02,9.890584713690784611e+02,0.000000000000000000e+00,7.024723468363247569e-02,-4.492298755383448139e-01
1.432592727878952019e+03,7.257958638749835245e+02,0.000000000000000000e+00,-7.642974655497336567e-01,-1.094669204560061448e-01
4.608265967963425283e+02,5.380498469005488005e+02,0.000000000000000000e+00,3.478724360311531427e-01,6.408951727771170503e-01
6.445813983263386717e+02,1.094349337788021330e+02,0.000000000000000000e+00,4.164907569399067810e-01,8.577212526183788377e-01
1.399532985331455620e+03,5.458255944509577375e+02,0.000000000000000000e+00,-1.333649698677021878e-01,-6.522186862766119475e-01
1.334759474168581335e+02,6.222256511786976034e+02,0.000000000000000000e+00,1.341770378961983923e-01,9.296046526088883599e-01
5.882253436982352923e+02,6.593745547637155369e+02,0.000000000000000000e+00,-7.042330016044906493e-02,-4.204950214803944153e-01
6.522543840529174304e+02,5.770153582685467200e+02,0.000000000000000000e+00,3.867621866288251109e-01,5.468507516860221518e-01
1.181298172464788649e+03,7.491643200316882485e+02,0.000000000000000000e+00,-6.380250320098457273e-02,-7.597090621011215461e-02
8.568439034884343073e+02,6.960165932716240604e+02,0.000000000000000000e+00,-6.505542283241672052e-01,-5.439460662160391369e-01
1.439194727029803516e+03,1.627211366344523071e+02,0.000000000000000000e+00,-1.641157245633233508e-01,1.564669667683993293e-01
1.304026476815890419e+03,8.397901125249301231e+02,0.000000000000000000e+00,-2.703202894645073684e-01,4.354647749936002565e-01
6.885398039078608008e+02,4.364027065054345940e+02,0.000000000000000000e+00,-9.509269174672219105e-01,-3.270266813241222703e-01
1.468654727764075687e+03,9.822196039586402776e+02,0.000000000000000000e+00,-3.138838508404129257e-02,1.108730871491598879e-01
1.573241491322037007e+02,2.252729028546215773e+02,0.000000000000000000e+00,2.946810292762158667e-02,5.702638958746826248e-01
9.103028503375247737e+02,1.063927841944852730e+02,0.000000000000000000e+00,-6.337724204318906374e-02,-5.097468914104257287e-01
1.318992337753829815e+03,5.981397388699759858e+02,0.000000000000000000e+00,6.356670685300542800e-01,-9.872964663658736484e-01
2.108575104683917232e+02,6.066380808252819179e+02,0.000000000000000000e+00,-5.584081392371156305e-01,4.216437113892990141e-01
1.382027675758695523e+03,6.659499337612197678e+02,0.000000000000000000e+00,-9.974840219367102634e-01,8.136303419290507044e-01
1.030888838377689964e+01,8.165784204802267823e+02,0.000000000000000000e+00,3.917171257979001897e-01,-4.928708654339344353e-01
1.341527016173360380e+03,5.415249988701463053e+02,0.000000000000000000e+00,5.933651066692229303e-01,9.568180791041762667e-01
9.978037405993145512e+02,7.419165193595870278e+02,0.000000000000000000e+00,7.094309635740581044e-01,9.015017599624361999e-01
